10000 20
LO662AS 17:01:37 out
AB938EI 23:49:09 in
AB938EI 05:41:14 out
KR500VH 00:20:07 in
KR500VH 01:56:54 out
NH740KM 12:33:29 in
NH740KM 14:30:32 out
HU353LF 02:30:13 in
HU353LF 15:02:36 out
BF542DQ 08:55:07 in
BF542DQ 09:00:05 out
WH545QR 14:42:59 in
WH545QR 23:49:26 out
XU363IF 13:04:03 in
XU363IF 17:44:41 out
PS524KB 04:13:49 in
PS524KB 00:43:47 out
NW597XB 22:12:43 in
NW597XB 09:10:02 out
XI564AV 18:35:34 in
XI564AV 18:48:16 out
ZZ521TW 10:35:05 in
ZZ521TW 20:06:22 out
QZ250HR 22:54:57 in
QZ250HR 16:57:35 out
NK299QL 00:11:11 in
NK299QL 03:54:26 out
LN164CL 06:24:52 in
LN164CL 23:06:01 out
JH200HX 16:42:13 in
JH200HX 19:46:09 out
RV887GU 14:09:29 in
RV887GU 15:06:02 out
TL590QP 12:34:53 in
TL590QP 02:12:10 out
NP057TF 12:58:19 in
NP057TF 17:51:15 out
RE407BD 13:01:37 in
RE407BD 08:12:55 out
YU583BZ 04:11:12 in
YU583BZ 08:27:54 out
FL894SY 16:22:55 in
FL894SY 07:56:00 out
CZ440TS 09:22:34 in
CZ440TS 20:47:57 out
LR104XE 01:56:21 in
LR104XE 06:59:30 out
SM035TV 12:49:08 in
SM035TV 16:26:23 out
VX990PC 09:00:48 in
VX990PC 01:44:14 out
PM366TZ 12:57:54 in
PM366TZ 23:34:08 out
RX710BX 21:49:06 in
RX710BX 08:21:44 out
NS756VX 15:23:38 in
NS756VX 09:40:39 out
FG550ZU 11:27:16 in
FG550ZU 16:25:36 out
DC314LL 07:26:25 in
DC314LL 18:10:05 out
SY691QK 11:47:00 in
SY691QK 18:38:02 out
DA304HE 03:16:41 in
DA304HE 00:49:04 out
ED481QI 09:18:07 in
ED481QI 21:46:07 out
IY551PW 06:24:04 in
IY551PW 04:48:35 out
DP022QO 07:25:09 in
DP022QO 08:55:12 out
JR192TZ 17:11:56 in
JR192TZ 19:33:53 out
UZ318DO 14:15:15 in
UZ318DO 13:29:39 out
AV050DY 15:33:46 in
AV050DY 09:50:15 out
EE485MD 05:10:14 in
EE485MD 04:38:50 out
GP216TO 15:48:20 in
GP216TO 16:22:53 out
UC402BH 04:21:27 in
UC402BH 14:06:18 out
ZS163EA 01:20:26 in
ZS163EA 19:13:42 out
LP594VD 19:15:35 in
LP594VD 04:20:17 out
TL642QP 13:44:59 in
TL642QP 03:30:20 out
PV776PN 18:59:22 in
PV776PN 01:01:39 out
JI325OK 16:34:18 in
JI325OK 06:24:46 out
WC503NI 16:16:13 in
WC503NI 12:03:19 out
IT255HL 20:54:59 in
IT255HL 06:04:54 out
LZ440DU 04:01:05 in
LZ440DU 09:32:01 out
KY956HD 16:57:25 in
KY956HD 09:27:01 out
WR880DX 06:35:39 in
WR880DX 23:57:51 out
CL356XG 12:16:59 in
CL356XG 15:25:30 out
PH701BF 22:16:43 in
PH701BF 03:01:28 out
IE514TR 16:12:12 in
IE514TR 10:22:38 out
XQ888EC 21:42:37 in
XQ888EC 20:30:28 out
WP560SQ 13:33:00 in
WP560SQ 05:00:14 out
JB649WQ 02:44:23 in
JB649WQ 07:44:16 out
FW596IS 18:46:51 in
FW596IS 17:16:28 out
VU474ZQ 17:16:31 in
VU474ZQ 00:37:36 out
QS560YH 01:30:18 in
QS560YH 03:50:52 out
YE666QO 19:21:16 in
YE666QO 06:05:36 out
YX445VJ 01:48:46 in
YX445VJ 01:28:27 out
KR020LD 13:58:22 in
KR020LD 23:16:25 out
QL447YE 17:18:28 in
QL447YE 17:26:30 out
UN153KJ 17:34:23 in
UN153KJ 05:48:21 out
AU477VA 03:08:29 in
AU477VA 11:54:00 out
BU871QF 08:43:43 in
BU871QF 07:46:35 out
BL658FR 05:14:21 in
BL658FR 07:53:13 out
CP257FH 22:20:54 in
CP257FH 10:05:28 out
SX087BF 07:00:27 in
SX087BF 20:50:09 out
CC787YP 07:41:21 in
CC787YP 23:12:28 out
UL748CL 08:54:39 in
UL748CL 12:05:12 out
XL200ZZ 09:59:07 in
XL200ZZ 13:17:08 out
HF845YQ 09:07:07 in
HF845YQ 08:53:22 out
DU287FV 04:09:25 in
DU287FV 05:32:32 out
AY869YN 12:43:34 in
AY869YN 23:47:15 out
IY828KW 10:01:07 in
IY828KW 17:08:21 out
LA113WQ 04:39:04 in
LA113WQ 23:35:03 out
NX949GF 14:02:55 in
NX949GF 06:45:42 out
DP095DQ 02:40:14 in
DP095DQ 04:58:36 out
XL308QM 13:05:39 in
XL308QM 12:53:13 out
GE586KI 07:23:12 in
GE586KI 23:09:55 out
XI966GG 17:17:07 in
XI966GG 17:01:48 out
UR936QA 14:10:05 in
UR936QA 17:37:13 out
BI905WT 19:54:19 in
BI905WT 19:24:55 out
CF185ZK 04:22:18 in
CF185ZK 03:43:31 out
RW736YG 00:24:17 in
RW736YG 14:17:43 out
QV697DB 01:51:40 in
QV697DB 18:01:27 out
DC773KX 21:35:26 in
DC773KX 10:24:57 out
GO629TW 05:41:39 in
GO629TW 20:17:54 out
ZS866OQ 00:04:25 in
ZS866OQ 12:30:38 out
GZ303HW 23:38:58 in
GZ303HW 11:16:16 out
TN214TW 12:54:38 in
TN214TW 03:28:09 out
YH644IW 01:17:49 in
YH644IW 14:54:24 out
BB233EH 00:12:14 in
BB233EH 01:00:43 out
GA197LD 02:14:33 in
GA197LD 13:16:31 out
PR857DR 14:02:46 in
PR857DR 13:58:28 out
XU702KB 14:03:54 in
XU702KB 04:25:49 out
VN974OM 06:00:48 in
VN974OM 14:32:14 out
PV524VG 07:38:25 in
PV524VG 10:27:59 out
RG151XK 01:18:52 in
RG151XK 00:29:31 out
DQ342WR 00:00:29 in
DQ342WR 22:47:20 out
XA851BD 20:01:36 in
XA851BD 10:37:10 out
FF739JQ 08:31:46 in
FF739JQ 04:10:24 out
MH725UI 13:04:59 in
MH725UI 15:06:14 out
SN500ZK 09:23:19 in
SN500ZK 18:41:16 out
WN358AW 12:58:56 in
WN358AW 22:16:25 out
XG189ZZ 11:41:46 in
XG189ZZ 04:52:04 out
ME488TK 05:03:16 in
ME488TK 05:51:26 out
KI565PW 02:38:44 in
KI565PW 17:23:27 out
ZX609DE 08:18:27 in
ZX609DE 10:37:21 out
UW896RE 01:51:15 in
UW896RE 16:17:35 out
MM732QM 07:04:16 in
MM732QM 03:39:53 out
UY423JH 17:37:22 in
UY423JH 05:08:48 out
QV674ZD 05:04:39 in
QV674ZD 06:40:47 out
VG010EI 17:39:57 in
VG010EI 15:28:38 out
JY792BM 14:46:26 in
JY792BM 09:41:28 out
WQ721DH 20:17:25 in
WQ721DH 17:35:02 out
SU275QN 01:20:36 in
SU275QN 04:27:38 out
AY198XE 15:33:47 in
AY198XE 16:21:41 out
VQ985AY 12:11:42 in
VQ985AY 11:37:37 out
WV689UW 06:09:12 in
WV689UW 23:09:18 out
UW107PK 12:11:35 in
UW107PK 04:12:13 out
EP632GA 16:41:55 in
EP632GA 16:06:57 out
EL406ES 04:14:50 in
EL406ES 07:08:58 out
RD141JI 23:24:36 in
RD141JI 08:17:56 out
QZ445XU 19:58:44 in
QZ445XU 17:03:04 out
HW105CH 16:18:04 in
HW105CH 10:59:04 out
BI411ZL 00:06:02 in
BI411ZL 21:00:57 out
WQ381BD 01:54:59 in
WQ381BD 16:01:57 out
WP606UY 11:18:24 in
WP606UY 19:18:45 out
TE916TD 14:33:51 in
TE916TD 05:39:44 out
WO263CG 22:05:10 in
WO263CG 07:11:04 out
XS342MU 09:52:36 in
XS342MU 08:35:56 out
IX162UK 04:02:39 in
IX162UK 13:07:33 out
LV299KK 23:16:52 in
LV299KK 09:18:46 out
HQ876SD 09:42:00 in
HQ876SD 18:54:59 out
SF350OM 19:29:40 in
SF350OM 09:56:32 out
HX832IO 04:09:24 in
HX832IO 00:30:56 out
XQ415NF 08:16:02 in
XQ415NF 19:41:56 out
OT888AS 21:19:03 in
OT888AS 12:20:00 out
MB597DH 02:27:51 in
MB597DH 06:38:37 out
NQ962QT 07:14:57 in
NQ962QT 15:51:22 out
OS217ZH 17:48:29 in
OS217ZH 18:17:16 out
WK111OQ 19:55:15 in
WK111OQ 22:00:07 out
LP550DA 23:03:24 in
LP550DA 01:24:18 out
VJ512VD 12:42:01 in
VJ512VD 21:14:31 out
JG507LB 23:58:20 in
JG507LB 09:19:38 out
WQ461FZ 23:30:45 in
WQ461FZ 12:03:23 out
PI385UE 08:37:18 in
PI385UE 10:29:45 out
DG067WF 02:41:12 in
DG067WF 05:26:26 out
LC811KC 00:45:38 in
LC811KC 22:47:17 out
BK963KV 07:49:10 in
BK963KV 19:46:56 out
SS874GP 03:50:12 in
SS874GP 20:45:39 out
UX198LZ 19:04:31 in
UX198LZ 17:15:05 out
LL787TX 13:21:49 in
LL787TX 18:11:57 out
ZX402DU 05:16:38 in
ZX402DU 03:46:19 out
NB280ZV 19:14:26 in
NB280ZV 08:40:58 out
PO613CG 16:26:00 in
PO613CG 22:07:43 out
JW952TC 03:20:12 in
JW952TC 19:26:32 out
ZS368YG 15:30:34 in
ZS368YG 14:36:26 out
BT458GL 19:32:17 in
BT458GL 15:43:58 out
YV570GN 13:44:43 in
YV570GN 22:30:35 out
RO158KS 03:06:48 in
RO158KS 23:29:38 out
TJ688WS 22:49:15 in
TJ688WS 15:23:15 out
GV221UO 02:45:16 in
GV221UO 18:01:53 out
FZ074ZL 15:49:33 in
FZ074ZL 06:53:00 out
IB889GL 04:31:18 in
IB889GL 10:25:29 out
BD955DE 20:10:20 in
BD955DE 15:25:11 out
NF196AN 22:57:24 in
NF196AN 05:10:45 out
NI961MX 04:02:53 in
NI961MX 18:56:48 out
ZY548EC 06:34:23 in
ZY548EC 03:18:06 out
CT772QH 10:26:52 in
CT772QH 13:02:58 out
RM615BJ 04:36:18 in
RM615BJ 04:30:46 out
KX862YI 11:34:17 in
KX862YI 22:55:25 out
HM788AT 09:09:09 in
HM788AT 02:02:45 out
EV028ZF 00:49:04 in
EV028ZF 05:43:02 out
JS372FX 15:20:03 in
JS372FX 12:41:51 out
ED046WU 12:50:35 in
ED046WU 23:51:14 out
DP310DZ 05:07:53 in
DP310DZ 21:57:19 out
IF141HF 07:11:15 in
IF141HF 04:34:56 out
VD644HA 16:41:43 in
VD644HA 14:49:57 out
EP971RK 01:16:39 in
EP971RK 10:21:51 out
CF540PJ 11:17:13 in
CF540PJ 04:56:33 out
QK410AD 04:37:06 in
QK410AD 17:04:31 out
HU104OR 06:17:42 in
HU104OR 09:24:35 out
UL442IV 06:28:35 in
UL442IV 03:43:27 out
RH418RQ 21:41:15 in
RH418RQ 18:17:55 out
XU746XF 07:38:20 in
XU746XF 13:00:11 out
ZT167VI 13:38:35 in
ZT167VI 22:31:08 out
DW246SR 21:46:45 in
DW246SR 09:41:01 out
CA355ML 02:11:02 in
CA355ML 21:02:23 out
AP256VW 12:22:55 in
AP256VW 06:23:24 out
AB198OG 04:46:34 in
AB198OG 16:50:14 out
SD626EY 13:50:29 in
SD626EY 00:22:57 out
JL045ZT 06:33:55 in
JL045ZT 00:49:48 out
DZ936JJ 15:53:48 in
DZ936JJ 17:37:36 out
CF431IK 03:18:45 in
CF431IK 04:30:30 out
LV706XH 21:37:27 in
LV706XH 00:24:51 out
MQ260DZ 00:45:36 in
MQ260DZ 16:31:14 out
QW555IK 06:44:22 in
QW555IK 15:02:14 out
XY115XU 02:54:18 in
XY115XU 13:16:41 out
MF605JJ 12:46:50 in
MF605JJ 21:32:50 out
MN002UO 11:37:29 in
MN002UO 12:14:22 out
BK850JI 02:08:41 in
BK850JI 10:19:32 out
ES383RE 08:02:51 in
ES383RE 04:39:10 out
DI938AN 03:21:10 in
DI938AN 07:42:16 out
TS998YD 17:15:11 in
TS998YD 01:40:09 out
RC663RT 15:20:27 in
RC663RT 09:02:50 out
XY421WN 19:04:01 in
XY421WN 14:04:48 out
JV949DJ 22:09:27 in
JV949DJ 19:16:40 out
CN119JQ 05:30:17 in
CN119JQ 21:29:09 out
OH034HR 21:49:16 in
OH034HR 16:23:39 out
GM532TW 04:21:26 in
GM532TW 23:40:42 out
ED459LN 07:11:34 in
ED459LN 10:37:08 out
GF173LB 01:24:43 in
GF173LB 03:05:39 out
MA386XX 13:43:02 in
MA386XX 12:14:08 out
SS603LO 13:30:37 in
SS603LO 23:30:40 out
PL222XM 04:21:08 in
PL222XM 17:24:23 out
EV334YC 09:36:41 in
EV334YC 07:58:24 out
CS766KP 16:50:15 in
CS766KP 06:46:36 out
FG228YI 14:37:15 in
FG228YI 02:35:12 out
HP229KD 19:42:37 in
HP229KD 17:30:34 out
AR124XM 14:03:05 in
AR124XM 10:08:42 out
YE844RJ 22:09:07 in
YE844RJ 14:08:48 out
GB941LG 20:15:40 in
GB941LG 12:46:02 out
OP335TD 19:32:21 in
OP335TD 17:45:06 out
RS253CQ 06:54:33 in
RS253CQ 01:38:10 out
WX586QT 03:46:56 in
WX586QT 19:59:31 out
BP899VD 20:36:15 in
BP899VD 21:13:36 out
FM325LJ 13:19:53 in
FM325LJ 17:58:20 out
TS323XT 10:38:00 in
TS323XT 10:15:51 out
VM851KZ 00:07:47 in
VM851KZ 09:41:12 out
ER940KL 15:04:26 in
ER940KL 18:08:38 out
VC959VK 04:20:13 in
VC959VK 01:25:06 out
ET547KU 00:08:30 in
ET547KU 23:46:25 out
MD820XI 23:29:20 in
MD820XI 02:55:46 out
CQ325UV 23:12:16 in
CQ325UV 06:59:28 out
HI453OW 09:35:05 in
HI453OW 01:46:28 out
CD495EY 10:46:42 in
CD495EY 22:42:12 out
TX409GW 14:06:25 in
TX409GW 08:29:39 out
HM795GT 17:44:12 in
HM795GT 07:32:05 out
LW418PU 10:25:57 in
LW418PU 10:43:02 out
CR850DL 07:23:23 in
CR850DL 08:14:58 out
WG227DO 17:19:36 in
WG227DO 18:30:41 out
RU603FD 20:03:22 in
RU603FD 11:05:51 out
HV308CI 20:41:53 in
HV308CI 22:44:13 out
NM122GJ 10:54:05 in
NM122GJ 02:24:11 out
GP903OJ 18:34:03 in
GP903OJ 14:10:25 out
TI117GS 10:04:03 in
TI117GS 13:48:07 out
AA718FW 23:01:02 in
AA718FW 12:22:16 out
LH129VT 08:12:05 in
LH129VT 17:27:43 out
SP394WN 18:13:12 in
SP394WN 07:27:57 out
QW045XS 12:07:59 in
QW045XS 20:58:15 out
EI687HC 10:08:54 in
EI687HC 15:00:37 out
LU670HD 23:03:30 in
LU670HD 17:49:28 out
HO654BQ 05:20:25 in
HO654BQ 07:48:12 out
RH693NA 03:16:13 in
RH693NA 20:32:06 out
MS759SP 23:55:48 in
MS759SP 16:35:19 out
XE146KD 11:41:34 in
XE146KD 00:10:25 out
XE122ZZ 18:44:59 in
XE122ZZ 23:08:25 out
RL562DQ 05:14:18 in
RL562DQ 15:30:23 out
AB093TP 01:50:51 in
AB093TP 18:56:33 out
ZK556WB 03:47:01 in
ZK556WB 08:31:59 out
QD925ZU 01:57:53 in
QD925ZU 20:52:29 out
BU747KA 05:04:59 in
BU747KA 21:37:49 out
NF362RW 03:08:20 in
NF362RW 21:14:35 out
ZL721IM 12:23:13 in
ZL721IM 02:26:42 out
ZP074TJ 08:20:28 in
ZP074TJ 13:19:08 out
RP177ZV 23:16:28 in
RP177ZV 09:44:42 out
XA126LB 19:08:23 in
XA126LB 21:37:44 out
DN334IC 20:19:34 in
DN334IC 01:38:35 out
WF974LY 23:32:29 in
WF974LY 20:50:49 out
NQ151CP 03:32:18 in
NQ151CP 15:41:53 out
ZB287UN 16:09:51 in
ZB287UN 12:49:24 out
SQ984IS 03:10:20 in
SQ984IS 23:49:56 out
LK586NH 19:27:16 in
LK586NH 17:30:48 out
VM609SR 08:40:14 in
VM609SR 04:32:14 out
XU162YA 00:31:56 in
XU162YA 13:59:19 out
LB109CD 13:11:06 in
LB109CD 01:53:20 out
BO653BC 09:04:04 in
BO653BC 05:52:24 out
UN250BJ 11:04:19 in
UN250BJ 05:29:00 out
UG751SX 13:16:12 in
UG751SX 03:34:15 out
FT029EV 03:32:04 in
FT029EV 08:04:12 out
ZB186GI 05:55:18 in
ZB186GI 22:36:30 out
EM046AM 00:27:13 in
EM046AM 19:42:33 out
VY022ET 10:14:57 in
VY022ET 19:05:50 out
VP084OF 20:17:44 in
VP084OF 03:04:25 out
QB370PH 10:23:21 in
QB370PH 15:58:42 out
LT145CR 01:41:11 in
LT145CR 06:19:33 out
BZ850KC 01:27:06 in
BZ850KC 14:51:19 out
UP110FG 14:18:13 in
UP110FG 15:07:52 out
EJ806ZN 10:59:29 in
EJ806ZN 11:30:48 out
IR738II 14:37:22 in
IR738II 08:05:59 out
ZK799AU 15:26:21 in
ZK799AU 18:02:26 out
HS067IX 10:50:13 in
HS067IX 18:25:59 out
SL575NP 09:48:47 in
SL575NP 02:40:25 out
XC596AW 05:42:55 in
XC596AW 12:08:10 out
BJ068OA 18:14:20 in
BJ068OA 09:25:17 out
OP012HU 00:29:52 in
OP012HU 08:58:41 out
CW396ZW 06:50:42 in
CW396ZW 19:19:42 out
ZM737RC 17:50:34 in
ZM737RC 22:14:14 out
PQ060ET 18:41:21 in
PQ060ET 18:21:05 out
GR270RT 06:40:25 in
GR270RT 19:58:32 out
FU264YV 10:46:20 in
FU264YV 19:46:44 out
EB003WN 08:43:21 in
EB003WN 05:28:46 out
RK727MW 23:53:47 in
RK727MW 00:06:09 out
RQ816ND 16:59:31 in
RQ816ND 00:34:18 out
HU619BT 20:35:27 in
HU619BT 14:20:33 out
YX625OW 00:51:24 in
YX625OW 08:02:09 out
JC460IX 02:43:15 in
JC460IX 16:10:34 out
OI374BE 11:19:31 in
OI374BE 00:22:06 out
NA524GO 04:31:57 in
NA524GO 19:37:43 out
DK160IP 18:18:13 in
DK160IP 21:05:23 out
ZD587BA 00:53:16 in
ZD587BA 23:26:47 out
XX238IM 10:56:25 in
XX238IM 05:37:43 out
XR210VN 07:44:53 in
XR210VN 21:33:23 out
PR481CI 11:46:14 in
PR481CI 16:51:02 out
HW407BG 18:44:50 in
HW407BG 04:35:42 out
JN324LA 21:00:16 in
JN324LA 23:44:14 out
UB950NT 12:14:36 in
UB950NT 16:04:53 out
DF069BH 07:33:37 in
DF069BH 02:31:45 out
GD277BX 08:06:19 in
GD277BX 02:03:11 out
LO910HH 07:01:43 in
LO910HH 22:18:07 out
JB670CE 13:07:27 in
JB670CE 09:54:13 out
YF807TN 23:33:52 in
YF807TN 17:51:12 out
OV335DG 16:43:14 in
OV335DG 01:44:04 out
IP285RY 08:41:17 in
IP285RY 09:18:53 out
BF863YG 08:53:26 in
BF863YG 02:32:24 out
WX364BQ 05:21:41 in
WX364BQ 23:55:36 out
AA135UJ 18:43:17 in
AA135UJ 14:01:25 out
QG678EL 19:44:16 in
QG678EL 14:38:31 out
XG227SN 15:43:12 in
XG227SN 20:34:04 out
PE711TT 06:19:32 in
PE711TT 22:27:25 out
GN651LS 06:37:42 in
GN651LS 09:36:18 out
LB780DF 17:35:08 in
LB780DF 03:55:34 out
FG637VG 13:56:53 in
FG637VG 23:43:52 out
QJ553ZU 15:26:20 in
QJ553ZU 18:07:06 out
QG836UB 09:42:15 in
QG836UB 14:19:18 out
HQ758GB 22:38:33 in
HQ758GB 05:33:53 out
UD572KP 19:56:57 in
UD572KP 07:39:21 out
SS245AJ 12:41:35 in
SS245AJ 08:42:53 out
AE287KG 12:20:45 in
AE287KG 15:42:29 out
UE693RK 19:50:03 in
UE693RK 16:33:13 out
GG544ES 18:00:18 in
GG544ES 23:21:33 out
CW628ED 06:45:21 in
CW628ED 22:12:55 out
YR532DN 22:12:28 in
YR532DN 16:39:05 out
CZ205VX 04:28:14 in
CZ205VX 07:01:09 out
MM793PZ 10:31:37 in
MM793PZ 03:53:16 out
CQ058CW 19:27:54 in
CQ058CW 11:04:25 out
NC477QO 19:24:20 in
NC477QO 02:32:05 out
KU423TS 19:40:46 in
KU423TS 05:12:10 out
FF332PZ 19:57:36 in
FF332PZ 16:42:56 out
RK435GP 11:57:35 in
RK435GP 10:09:24 out
XE295FF 05:46:27 in
XE295FF 05:02:51 out
LV715CW 21:23:31 in
LV715CW 20:02:11 out
FH372WI 03:11:12 in
FH372WI 16:35:37 out
NK081LN 08:29:30 in
NK081LN 18:19:53 out
KM460UH 19:54:52 in
KM460UH 01:47:19 out
BJ851RY 13:58:36 in
BJ851RY 04:09:52 out
TN547UZ 15:24:36 in
TN547UZ 04:38:54 out
GS809GW 06:02:21 in
GS809GW 08:29:49 out
XQ612YL 08:46:02 in
XQ612YL 20:18:55 out
SU641JZ 22:15:00 in
SU641JZ 06:45:03 out
IF199UJ 05:59:08 in
IF199UJ 17:49:18 out
RX613XV 04:14:29 in
RX613XV 15:25:39 out
LR963IS 15:24:29 in
LR963IS 01:20:21 out
ZR388CQ 13:58:18 in
ZR388CQ 01:12:34 out
YI021LQ 10:38:36 in
YI021LQ 14:01:46 out
NI423DS 02:33:14 in
NI423DS 06:53:34 out
MK111RO 20:39:37 in
MK111RO 15:14:26 out
EY627FG 22:24:02 in
EY627FG 22:34:35 out
SF999PG 17:46:31 in
SF999PG 05:36:06 out
BG955QL 12:01:07 in
BG955QL 11:48:54 out
LF048KB 04:18:51 in
LF048KB 17:21:01 out
PU616DZ 22:48:03 in
PU616DZ 08:43:30 out
QV197LY 20:34:32 in
QV197LY 09:15:45 out
RO189BO 23:25:55 in
RO189BO 00:55:17 out
PQ871EQ 07:49:25 in
PQ871EQ 13:06:57 out
IB015VZ 10:28:11 in
IB015VZ 23:42:01 out
CK901MN 22:49:39 in
CK901MN 23:08:18 out
FG105JO 10:27:46 in
FG105JO 20:57:32 out
EA979KS 13:24:09 in
EA979KS 23:30:22 out
XI721EG 14:34:29 in
XI721EG 13:57:41 out
WR677RY 00:03:52 in
WR677RY 09:17:53 out
ZI806GL 06:24:00 in
ZI806GL 13:16:35 out
OI212BI 08:50:09 in
OI212BI 23:08:34 out
SM690UP 17:10:46 in
SM690UP 17:53:55 out
LS022SQ 02:25:16 in
LS022SQ 23:41:22 out
JV477KX 10:18:57 in
JV477KX 02:53:28 out
PJ046LZ 18:58:41 in
PJ046LZ 15:37:26 out
YC410FX 08:35:19 in
YC410FX 11:56:28 out
HL668QB 13:09:39 in
HL668QB 00:50:27 out
XT757IV 00:28:31 in
XT757IV 05:27:03 out
FH628KV 23:16:25 in
FH628KV 19:20:26 out
TY535OC 00:35:57 in
TY535OC 15:04:05 out
XK719ZK 08:34:22 in
XK719ZK 00:04:16 out
LK700OI 13:13:29 in
LK700OI 01:47:44 out
JL607SH 12:58:57 in
JL607SH 19:27:10 out
TB872IR 01:35:00 in
TB872IR 06:55:42 out
PM169YJ 01:43:05 in
PM169YJ 10:00:52 out
FP896SX 16:07:13 in
FP896SX 17:47:10 out
BS720UR 17:28:50 in
BS720UR 11:37:38 out
PI234CR 08:03:21 in
PI234CR 18:16:02 out
WI342IK 20:00:28 in
WI342IK 08:11:30 out
BL494KW 01:53:08 in
BL494KW 11:24:56 out
ZD554BU 03:22:41 in
ZD554BU 06:49:54 out
DL165ZU 03:45:19 in
DL165ZU 09:12:11 out
TU669TT 17:11:55 in
TU669TT 17:36:25 out
WA186GD 21:47:23 in
WA186GD 03:45:38 out
SO987OT 05:45:51 in
SO987OT 06:26:30 out
TL926YJ 11:16:37 in
TL926YJ 12:18:52 out
FD317WI 01:58:10 in
FD317WI 19:52:23 out
MY417WO 06:37:24 in
MY417WO 11:42:25 out
DE784OI 08:19:47 in
DE784OI 00:47:46 out
SD033KN 05:08:25 in
SD033KN 16:15:27 out
FB300XP 02:06:57 in
FB300XP 18:45:47 out
GF439FM 17:47:58 in
GF439FM 10:16:22 out
SX078OF 17:15:55 in
SX078OF 23:45:20 out
KT513HU 18:47:51 in
KT513HU 21:37:15 out
RF598IN 04:19:40 in
RF598IN 08:42:26 out
LD645WC 11:31:42 in
LD645WC 19:30:23 out
DO404BK 19:39:02 in
DO404BK 06:24:29 out
FY272BE 09:43:53 in
FY272BE 06:05:33 out
UK047RY 03:03:27 in
UK047RY 06:17:48 out
CB983JE 12:44:24 in
CB983JE 15:51:51 out
RS937BB 14:20:36 in
RS937BB 01:39:59 out
RA154IR 02:50:46 in
RA154IR 02:55:26 out
IQ584MF 15:12:49 in
IQ584MF 02:13:19 out
LO499IV 15:57:56 in
LO499IV 14:06:32 out
VQ441OR 07:20:39 in
VQ441OR 15:12:50 out
BP369PN 13:29:01 in
BP369PN 01:22:09 out
QZ487PS 08:24:13 in
QZ487PS 02:03:51 out
ZZ223OZ 01:04:32 in
ZZ223OZ 11:43:46 out
MO212NG 07:02:09 in
MO212NG 09:14:42 out
HM675RW 11:08:35 in
HM675RW 17:21:42 out
CI635HS 22:08:28 in
CI635HS 09:19:27 out
WE128JV 09:09:58 in
WE128JV 14:19:38 out
EB307KV 09:43:31 in
EB307KV 15:00:22 out
YK436ZJ 11:17:58 in
YK436ZJ 17:08:55 out
KO723KM 01:21:13 in
KO723KM 15:55:48 out
HV759WG 00:31:57 in
HV759WG 07:11:11 out
KL225SE 14:59:49 in
KL225SE 21:30:44 out
MK134FC 16:28:24 in
MK134FC 06:50:45 out
ZZ958RM 05:06:58 in
ZZ958RM 14:54:40 out
CV413OY 01:58:46 in
CV413OY 08:36:37 out
AQ811UY 20:58:39 in
AQ811UY 00:22:44 out
BF638DN 09:47:04 in
BF638DN 21:02:45 out
AF729DV 01:36:01 in
AF729DV 11:25:38 out
WF175GB 18:41:56 in
WF175GB 18:02:40 out
NN036LA 08:47:07 in
NN036LA 05:21:39 out
AU148NJ 01:55:23 in
AU148NJ 09:31:36 out
SX739SX 08:49:27 in
SX739SX 10:48:43 out
UD853ME 04:13:47 in
UD853ME 19:29:47 out
HQ213NA 08:46:43 in
HQ213NA 20:34:58 out
VJ916XE 01:05:23 in
VJ916XE 06:10:12 out
GF966HK 00:31:34 in
GF966HK 06:03:19 out
UN295GR 16:38:26 in
UN295GR 06:00:05 out
KU342UF 20:22:16 in
KU342UF 01:43:02 out
SV804GD 04:33:24 in
SV804GD 21:14:09 out
GP012TL 02:32:45 in
GP012TL 16:59:01 out
EA823BV 04:00:54 in
EA823BV 12:25:42 out
QA348XM 06:06:51 in
QA348XM 12:35:29 out
TI826LE 18:40:23 in
TI826LE 18:14:00 out
BB606SR 17:01:23 in
BB606SR 22:50:28 out
GU814CD 05:41:19 in
GU814CD 19:16:21 out
OZ630KM 08:28:00 in
OZ630KM 10:07:45 out
JA757TT 23:28:11 in
JA757TT 19:03:34 out
HF961OL 23:56:16 in
HF961OL 22:13:39 out
CH666EH 14:15:37 in
CH666EH 05:08:45 out
UK782ZC 05:01:13 in
UK782ZC 12:44:08 out
KL338IZ 05:48:52 in
KL338IZ 10:11:11 out
AG755TG 12:38:48 in
AG755TG 19:17:58 out
CJ438UC 16:24:22 in
CJ438UC 11:23:59 out
IH592PL 04:03:05 in
IH592PL 07:24:52 out
UY457OP 16:25:47 in
UY457OP 05:34:52 out
ZP823FS 17:25:48 in
ZP823FS 00:52:06 out
QR067YO 02:26:34 in
QR067YO 02:46:56 out
YY281XG 09:20:37 in
YY281XG 21:23:33 out
ZB318FU 01:07:27 in
ZB318FU 05:09:54 out
NK539LV 13:42:43 in
NK539LV 04:26:54 out
YZ923UY 11:19:58 in
YZ923UY 13:28:11 out
AA896MW 20:04:58 in
AA896MW 10:13:25 out
VX660FM 06:28:58 in
VX660FM 12:51:25 out
ES599PJ 23:05:17 in
ES599PJ 21:31:55 out
MV586UE 22:15:58 in
MV586UE 19:26:35 out
KU582QB 15:34:39 in
KU582QB 01:17:50 out
VI109PJ 08:03:36 in
VI109PJ 03:29:13 out
